course_title,skills,rating,review_count,level,duration,skills_list,filtered_skills,Algorithms,Business Analysis,Cloud Computing,Communication,Computer Programming,Critical Thinking,Data Analysis,Data Management,Data Visualization,Databases,Decision Making,Entrepreneurship,Finance,General Statistics,Human Learning,Leadership and Management,Machine Learning,Machine Learning Algorithms,Marketing,Planning,Probability & Statistics,Problem Solving,Python Programming,Strategy,Strategy and Operations
Introduction to Git and GitHub,"{"" Collaboration"","" Computer Programming"","" Python Programming""}",4.8,7000.0,Beginner , 1 - 4 Weeks,"['Collaboration', 'Computer Programming', 'Python Programming']","['Computer Programming', 'Python Programming']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Diversity and Inclusion for HR Professionals,"{"" Change Management"","" Culture"","" Human Resources"","" Leadership Development"","" Leadership and Management"","" Organizational Development"","" Critical Thinking"","" Human Resources Operations"","" Recruitment"","" Strategy and Operations""}",4.7,168.0,Beginner , 1 - 4 Weeks,"['Change Management', 'Culture', 'Human Resources', 'Leadership Development', 'Leadership and Management', 'Organizational Development', 'Critical Thinking', 'Human Resources Operations', 'Recruitment', 'Strategy and Operations']","['Leadership and Management', 'Critical Thinking', 'Strategy and Operations']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Advertising with Meta,"{"" Advertising"","" Digital Marketing"","" Marketing"","" Media Strategy & Planning"","" Social Media"","" Marketing Management""}",4.8,2200.0,Beginner , 1 - 3 Months,"['Advertising', 'Digital Marketing', 'Marketing', 'Media Strategy & Planning', 'Social Media', 'Marketing Management']",['Marketing'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Rédaction de contrats,"{"" Leadership and Management"","" Writing""}",4.8,759.0,Mixed , 1 - 3 Months,"['Leadership and Management', 'Writing']",['Leadership and Management'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Introduction to Cybersecurity & Risk Management,"{"" Leadership and Management"","" Risk Management""}",4.7,210.0,Beginner , 1 - 3 Months,"['Leadership and Management', 'Risk Management']",['Leadership and Management'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
FinTech Law and Policy,"{"" FinTech"","" Finance"","" Regulations and Compliance"","" Banking"","" Payments"","" Financial Management"","" BlockChain"","" Entrepreneurial Finance"","" Accounts Payable and Receivable"","" Securities Trading""}",4.8,813.0,Beginner , 1 - 3 Months,"['FinTech', 'Finance', 'Regulations and Compliance', 'Banking', 'Payments', 'Financial Management', 'BlockChain', 'Entrepreneurial Finance', 'Accounts Payable and Receivable', 'Securities Trading']",['Finance'],0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Introduction to Logic,"{"" Computational Logic"","" Mathematics"","" Problem Solving"","" Critical Thinking""}",4.4,624.0,Intermediate , 1 - 3 Months,"['Computational Logic', 'Mathematics', 'Problem Solving', 'Critical Thinking']","['Problem Solving', 'Critical Thinking']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Financing and Investing in Infrastructure,"{"" Finance"","" Investment Management"","" Leadership and Management"","" Project Management"","" Financial Analysis"","" Financial Management"","" Risk Management"","" Strategy and Operations"","" Contract Management"","" Business Analysis""}",4.8,1900.0,Mixed , 1 - 3 Months,"['Finance', 'Investment Management', 'Leadership and Management', 'Project Management', 'Financial Analysis', 'Financial Management', 'Risk Management', 'Strategy and Operations', 'Contract Management', 'Business Analysis']","['Finance', 'Leadership and Management', 'Strategy and Operations', 'Business Analysis']",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
SAS Advanced Programmer,"{"" SAS (Software)"","" Statistical Programming"","" SQL"","" Databases"","" Computer Programming"","" Data Analysis"","" Data Management""}",4.8,345.0,Intermediate , 3 - 6 Months,"['SAS (Software)', 'Statistical Programming', 'SQL', 'Databases', 'Computer Programming', 'Data Analysis', 'Data Management']","['Databases', 'Computer Programming', 'Data Analysis', 'Data Management']",0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Innovation Through Design: Think, Make, Break, Repeat","{"" Creativity"","" Critical Thinking"","" Design and Product"","" Innovation"","" Interactive Design"","" Problem Solving"","" Product Design"","" Research and Design"","" User Experience"","" User Experience Design""}",4.7,1800.0,Beginner , 1 - 3 Months,"['Creativity', 'Critical Thinking', 'Design and Product', 'Innovation', 'Interactive Design', 'Problem Solving', 'Product Design', 'Research and Design', 'User Experience', 'User Experience Design']","['Critical Thinking', 'Problem Solving']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Introduction to Public Speaking,"{"" Communication"","" Critical Thinking"","" Decision Making"","" Human Learning"","" Problem Solving"","" Process Analysis"","" Strategy"","" Continuous Delivery"","" Creativity"","" Professional Development"","" Writing""}",4.8,2000.0,Beginner , 1 - 3 Months,"['Communication', 'Critical Thinking', 'Decision Making', 'Human Learning', 'Problem Solving', 'Process Analysis', 'Strategy', 'Continuous Delivery', 'Creativity', 'Professional Development', 'Writing']","['Communication', 'Critical Thinking', 'Decision Making', 'Human Learning', 'Problem Solving', 'Strategy']",0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
The Social Context of Mental Health and Illness,"{"" Communication""}",4.7,510.0,Mixed , 1 - 3 Months,['Communication'],['Communication'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blockchain Revolution in Financial Services,"{"" BlockChain"","" Finance"","" Cryptography"","" FinTech"","" Business Transformation"","" Innovation"","" Distributed Computing Architecture"","" Payments"","" Leadership and Management"","" System Security"","" Network Security"","" Accounting"","" Banking"","" Business Process Management"","" Financial Accounting"","" Financial Management"","" Organizational Development"","" Problem Solving"","" Security Strategy"","" Planning""}",4.7,923.0,Beginner , 3 - 6 Months,"['BlockChain', 'Finance', 'Cryptography', 'FinTech', 'Business Transformation', 'Innovation', 'Distributed Computing Architecture', 'Payments', 'Leadership and Management', 'System Security', 'Network Security', 'Accounting', 'Banking', 'Business Process Management', 'Financial Accounting', 'Financial Management', 'Organizational Development', 'Problem Solving', 'Security Strategy', 'Planning']","['Finance', 'Leadership and Management', 'Problem Solving', 'Planning']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
Diversité et inclusion sur le lieu de travail,"{"" Business Communication"","" Business Psychology"","" Collaboration"","" Conflict Management"","" Emotional Intelligence"","" Entrepreneurship"","" HR Tech"","" People Management"","" Strategy"","" Strategy and Operations""}",4.9,8.0,Beginner , 1 - 4 Weeks,"['Business Communication', 'Business Psychology', 'Collaboration', 'Conflict Management', 'Emotional Intelligence', 'Entrepreneurship', 'HR Tech', 'People Management', 'Strategy', 'Strategy and Operations']","['Entrepreneurship', 'Strategy', 'Strategy and Operations']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
Introduction to Industrial Bioprocess Development,"{"" Experiment""}",4.8,115.0,Beginner , 1 - 3 Months,['Experiment'],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Creative Writing: The Craft of Plot,"{"" Storytelling""}",4.7,4700.0,Mixed , 1 - 4 Weeks,['Storytelling'],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Foundations of Software Testing and Validation,"{"" Software Testing""}",4.7,73.0,Beginner , 1 - 4 Weeks,['Software Testing'],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Responsive Website Development and Design,"{"" Web Development"","" Front-End Web Development"","" Javascript"","" Web Development Tools"","" Web Design"","" HTML and CSS"","" Interactive Design"","" Databases"","" Computer Programming"","" Programming Principles"","" Database Application"","" Back-End Web Development"","" User Experience"","" Decision Making"","" Design and Product"","" Application Development"","" Computational Thinking"","" Problem Solving"","" Process Analysis""}",4.5,7500.0,Beginner , 3 - 6 Months,"['Web Development', 'Front-End Web Development', 'Javascript', 'Web Development Tools', 'Web Design', 'HTML and CSS', 'Interactive Design', 'Databases', 'Computer Programming', 'Programming Principles', 'Database Application', 'Back-End Web Development', 'User Experience', 'Decision Making', 'Design and Product', 'Application Development', 'Computational Thinking', 'Problem Solving', 'Process Analysis']","['Databases', 'Computer Programming', 'Decision Making', 'Problem Solving']",0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
High Stakes Leadership: Leading in Times of Crisis,"{"" Leadership and Management"","" Leadership Development"","" Entrepreneurship"","" Business Psychology"","" Finance"","" Human Resources"","" Human Resources Operations"","" Organizational Development"","" Risk Management"","" Communication"","" Change Management""}",4.7,407.0,Intermediate , 1 - 4 Weeks,"['Leadership and Management', 'Leadership Development', 'Entrepreneurship', 'Business Psychology', 'Finance', 'Human Resources', 'Human Resources Operations', 'Organizational Development', 'Risk Management', 'Communication', 'Change Management']","['Leadership and Management', 'Entrepreneurship', 'Finance', 'Communication']",0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Web3 and Blockchain in Global Commerce,"{"" BlockChain"","" Finance"","" Leadership and Management"","" Cryptography"","" FinTech"","" Innovation"","" Strategy"","" Strategy and Operations"","" Business Transformation"","" Risk Management"","" System Security"","" Distributed Computing Architecture"","" Network Model"","" Network Security"","" Internet Of Things"","" Software Security""}",4.7,46.0,Beginner , 3 - 6 Months,"['BlockChain', 'Finance', 'Leadership and Management', 'Cryptography', 'FinTech', 'Innovation', 'Strategy', 'Strategy and Operations', 'Business Transformation', 'Risk Management', 'System Security', 'Distributed Computing Architecture', 'Network Model', 'Network Security', 'Internet Of Things', 'Software Security']","['Finance', 'Leadership and Management', 'Strategy', 'Strategy and Operations']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1
Building Scalable Java Microservices with Spring Boot and Spring Cloud,"{"" Cloud Applications"","" Cloud Computing"","" Cloud Infrastructure"","" Cloud Platforms"","" Google App Engine"","" Google Cloud Platform"","" Java Programming"","" Kubernetes""}",4.3,1200.0,Intermediate , 1 - 4 Weeks,"['Cloud Applications', 'Cloud Computing', 'Cloud Infrastructure', 'Cloud Platforms', 'Google App Engine', 'Google Cloud Platform', 'Java Programming', 'Kubernetes']",['Cloud Computing'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GenAI for Everyone,"{"" Critical Thinking"","" Problem Solving""}",4.2,88.0,Beginner , 1 - 4 Weeks,"['Critical Thinking', 'Problem Solving']","['Critical Thinking', 'Problem Solving']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Excel Fundamentals for Data Analysis,"{"" Business Analysis"","" Spreadsheet Software"","" Data Analysis"","" Leadership and Management"","" Microsoft Excel""}",4.8,3500.0,Intermediate , 1 - 3 Months,"['Business Analysis', 'Spreadsheet Software', 'Data Analysis', 'Leadership and Management', 'Microsoft Excel']","['Business Analysis', 'Data Analysis', 'Leadership and Management']",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Formal Financial Accounting,"{"" Accounting"","" Accounts Payable and Receivable"","" Finance"","" Financial Accounting"","" General Accounting"","" Generally Accepted Accounting Principles (GAAP)"","" Payments"","" Cost Accounting"","" Financial Analysis""}",4.8,357.0,Beginner , 1 - 3 Months,"['Accounting', 'Accounts Payable and Receivable', 'Finance', 'Financial Accounting', 'General Accounting', 'Generally Accepted Accounting Principles (GAAP)', 'Payments', 'Cost Accounting', 'Financial Analysis']",['Finance'],0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Cost and Economics in Pricing Strategy,"{"" Entrepreneurship"","" Leadership and Management"","" Marketing"","" Sales"","" Strategy"","" Strategy and Operations"","" Business Analysis"","" Design and Product"","" Product Management"","" Product Strategy""}",4.8,649.0,Beginner , 1 - 4 Weeks,"['Entrepreneurship', 'Leadership and Management', 'Marketing', 'Sales', 'Strategy', 'Strategy and Operations', 'Business Analysis', 'Design and Product', 'Product Management', 'Product Strategy']","['Entrepreneurship', 'Leadership and Management', 'Marketing', 'Strategy', 'Strategy and Operations', 'Business Analysis']",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1
Essentials of Management and Strategic Planning,"{"" Entrepreneurship"","" Leadership and Management"","" Strategy and Operations"","" Marketing"","" People Management"","" Planning"","" Sales"","" Strategy"","" Supply Chain and Logistics""}",4.6,92.0,Beginner , 1 - 4 Weeks,"['Entrepreneurship', 'Leadership and Management', 'Strategy and Operations', 'Marketing', 'People Management', 'Planning', 'Sales', 'Strategy', 'Supply Chain and Logistics']","['Entrepreneurship', 'Leadership and Management', 'Strategy and Operations', 'Marketing', 'Planning', 'Strategy']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1
English for Journalism,"{"" Journalism""}",4.8,2700.0,Mixed , 1 - 3 Months,['Journalism'],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marketing Digital,"{"" Digital Marketing"","" Marketing"","" Customer Analysis"","" Market Analysis"","" Social Media"","" E-Commerce"","" Strategy"","" Marketing Design"","" Media Strategy & Planning"","" Product Marketing"","" Search Engine Optimization""}",4.8,2100.0,Beginner , 1 - 3 Months,"['Digital Marketing', 'Marketing', 'Customer Analysis', 'Market Analysis', 'Social Media', 'E-Commerce', 'Strategy', 'Marketing Design', 'Media Strategy & Planning', 'Product Marketing', 'Search Engine Optimization']","['Marketing', 'Strategy']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Fundamentals of Technology Sales,"{"" Communication"","" Problem Solving"","" Sales"","" Business Communication"","" Decision Making"","" Sales Systems"","" Negotiation""}",4.6,69.0,Beginner , 1 - 3 Months,"['Communication', 'Problem Solving', 'Sales', 'Business Communication', 'Decision Making', 'Sales Systems', 'Negotiation']","['Communication', 'Problem Solving', 'Decision Making']",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Aboriginal Worldviews and Education,"{"" Critical Thinking""}",4.7,432.0,Beginner , 1 - 3 Months,['Critical Thinking'],['Critical Thinking'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Entrepreneurship Strategy: From Ideation to Exit,"{"" Entrepreneurship"","" Leadership and Management"","" Strategy and Operations"","" Business Development"","" Strategy"","" Decision Making"","" Entrepreneurial Finance"","" Marketing"","" Organizational Development"","" People Development"","" Sales""}",4.8,875.0,Beginner , 1 - 4 Weeks,"['Entrepreneurship', 'Leadership and Management', 'Strategy and Operations', 'Business Development', 'Strategy', 'Decision Making', 'Entrepreneurial Finance', 'Marketing', 'Organizational Development', 'People Development', 'Sales']","['Entrepreneurship', 'Leadership and Management', 'Strategy and Operations', 'Strategy', 'Decision Making', 'Marketing']",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1
The hidden value – Lean in manufacturing and services,"{"" Strategy and Operations"","" Operations Management"","" Entrepreneurship"","" Performance Management"","" Business Process Management"","" Business Analysis"","" Business Psychology"","" Leadership and Management"","" Organizational Development""}",4.8,773.0,Beginner , 1 - 4 Weeks,"['Strategy and Operations', 'Operations Management', 'Entrepreneurship', 'Performance Management', 'Business Process Management', 'Business Analysis', 'Business Psychology', 'Leadership and Management', 'Organizational Development']","['Strategy and Operations', 'Entrepreneurship', 'Business Analysis', 'Leadership and Management']",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
